,kWh,year_start,month_start,day_start,hour_start,minute_start,year_end,month_end,day_end,hour_end,minute_end,duration
4950,13.12978324,2017,7,14,8,45,2017,7,14,11,15,0 days 02:30:00
4951,3.669369843,2017,7,14,8,45,2017,7,14,9,15,0 days 00:30:00
4952,6.495224929,2017,7,14,9,15,2017,7,14,10,0,0 days 00:45:00
4953,7.91347071,2017,7,14,9,0,2017,7,14,10,0,0 days 01:00:00
4954,5.927512561,2017,7,14,9,0,2017,7,14,9,45,0 days 00:45:00
4955,4.224735817,2017,7,14,9,0,2017,7,14,9,0,0 days 00:00:00
4956,10.48116434,2017,7,14,9,15,2017,7,14,12,0,0 days 02:45:00
4957,2.292312953,2017,7,14,8,15,2017,7,14,8,45,0 days 00:30:00
4958,15.12321543,2017,7,14,11,15,2017,7,14,13,45,0 days 02:30:00
4959,10.55646212,2017,7,14,11,30,2017,7,14,14,15,0 days 02:45:00
4960,14.56046948,2017,7,14,12,0,2017,7,14,14,15,0 days 02:15:00
4961,2.88454707,2017,7,14,12,15,2017,7,14,12,30,0 days 00:15:00
4962,12.55549124,2017,7,14,11,15,2017,7,14,14,45,0 days 03:30:00
4963,10.46259051,2017,7,14,12,15,2017,7,14,14,0,0 days 01:45:00
4964,11.26201206,2017,7,14,12,30,2017,7,14,13,45,0 days 01:15:00
4965,6.058712281,2017,7,14,13,0,2017,7,14,14,15,0 days 01:15:00
4966,2.156504292,2017,7,14,13,15,2017,7,14,13,0,-1 days +23:45:00
4967,9.764771772,2017,7,14,13,15,2017,7,14,14,45,0 days 01:30:00
4968,4.095003047,2017,7,14,13,15,2017,7,14,14,0,0 days 00:45:00
4970,9.00810974,2017,7,14,13,45,2017,7,14,16,15,0 days 02:30:00
4971,10.43073448,2017,7,15,12,0,2017,7,15,13,45,0 days 01:45:00
4972,10.41146181,2017,7,15,16,30,2017,7,15,19,30,0 days 03:00:00
4973,10.28300619,2017,7,16,10,30,2017,7,16,12,15,0 days 01:45:00
4974,4.509231416,2017,7,16,11,45,2017,7,16,12,30,0 days 00:45:00
4975,11.53147033,2017,7,17,6,30,2017,7,17,9,45,0 days 03:15:00
4976,12.496551,2017,7,17,6,30,2017,7,17,8,30,0 days 02:00:00
4977,12.39694557,2017,7,17,6,30,2017,7,17,9,15,0 days 02:45:00
4978,16.98012449,2017,7,17,6,30,2017,7,17,8,45,0 days 02:15:00
4979,3.105504311,2017,7,17,7,0,2017,7,17,7,15,0 days 00:15:00
4980,13.61717488,2017,7,17,7,0,2017,7,17,9,30,0 days 02:30:00
4981,5.931392113,2017,7,17,7,15,2017,7,17,8,30,0 days 01:15:00
4982,13.74194003,2017,7,17,7,15,2017,7,17,9,0,0 days 01:45:00
4983,5.162262683,2017,7,17,7,30,2017,7,17,8,30,0 days 01:00:00
4984,9.586722,2017,7,17,7,30,2017,7,17,10,15,0 days 02:45:00
4985,5.966346583,2017,7,17,7,30,2017,7,17,8,30,0 days 01:00:00
4986,6.848005669,2017,7,17,7,30,2017,7,17,9,15,0 days 01:45:00
4987,15.25712605,2017,7,17,7,45,2017,7,17,10,15,0 days 02:30:00
4988,5.884814861,2017,7,17,7,45,2017,7,17,8,45,0 days 01:00:00
4989,10.61098083,2017,7,17,7,30,2017,7,17,9,15,0 days 01:45:00
4990,4.591484826,2017,7,17,7,45,2017,7,17,8,30,0 days 00:45:00
4991,13.10117457,2017,7,17,7,45,2017,7,17,10,0,0 days 02:15:00
4992,11.27343926,2017,7,17,8,0,2017,7,17,11,15,0 days 03:15:00
4993,2.502875963,2017,7,17,8,45,2017,7,17,8,45,0 days 00:00:00
4994,8.856186271,2017,7,17,8,45,2017,7,17,10,45,0 days 02:00:00
4995,30.62326017,2017,7,17,8,45,2017,7,17,14,0,0 days 05:15:00
4996,2.757700811,2017,7,17,8,45,2017,7,17,8,45,0 days 00:00:00
4997,14.73849615,2017,7,17,8,15,2017,7,17,11,0,0 days 02:45:00
4998,17.7582577,2017,7,17,8,15,2017,7,17,10,45,0 days 02:30:00
4999,7.83992711,2017,7,17,8,45,2017,7,17,10,0,0 days 01:15:00
5000,12.69109398,2017,7,17,8,45,2017,7,17,11,0,0 days 02:15:00
5001,8.286034598,2017,7,17,8,30,2017,7,17,10,15,0 days 01:45:00
5002,4.136657906,2017,7,17,9,0,2017,7,17,9,0,0 days 00:00:00
5003,10.23867771,2017,7,17,9,0,2017,7,17,10,15,0 days 01:15:00
5004,10.04284628,2017,7,17,9,15,2017,7,17,11,45,0 days 02:30:00
5005,3.279422901,2017,7,17,9,15,2017,7,17,9,30,0 days 00:15:00
5006,11.40671312,2017,7,17,9,15,2017,7,17,11,15,0 days 02:00:00
5007,11.05239951,2017,7,17,11,15,2017,7,17,13,0,0 days 01:45:00
5008,6.739462616,2017,7,17,12,0,2017,7,17,13,0,0 days 01:00:00
5009,13.09447491,2017,7,17,12,30,2017,7,17,14,45,0 days 02:15:00
5010,8.437614543,2017,7,17,14,30,2017,7,17,16,30,0 days 02:00:00
5011,4.379105327,2017,7,17,16,45,2017,7,17,17,30,0 days 00:45:00
5012,6.841161423,2017,7,17,16,45,2017,7,17,17,15,0 days 00:30:00
5013,12.09085274,2017,7,18,6,0,2017,7,18,9,30,0 days 03:30:00
5014,3.247872633,2017,7,18,6,30,2017,7,18,6,45,0 days 00:15:00
5015,24.11708771,2017,7,18,6,30,2017,7,18,10,45,0 days 04:15:00
5016,3.789272985,2017,7,18,6,45,2017,7,18,6,30,-1 days +23:45:00
5017,12.29138934,2017,7,18,7,0,2017,7,18,9,15,0 days 02:15:00
5018,2.760218058,2017,7,18,7,15,2017,7,18,7,15,0 days 00:00:00
5019,13.94427003,2017,7,18,7,15,2017,7,18,11,15,0 days 04:00:00
5020,11.86442992,2017,7,18,7,30,2017,7,18,10,30,0 days 03:00:00
5021,4.479449765,2017,7,18,7,30,2017,7,18,8,0,0 days 00:30:00
5022,1.439365976,2017,7,18,6,15,2017,7,18,6,15,0 days 00:00:00
5023,3.615761668,2017,7,18,8,0,2017,7,18,8,15,0 days 00:15:00
5024,5.530006419,2017,7,18,8,0,2017,7,18,9,15,0 days 01:15:00
5025,4.391296318,2017,7,18,8,15,2017,7,18,8,45,0 days 00:30:00
5026,7.043901097,2017,7,18,8,15,2017,7,18,9,45,0 days 01:30:00
5027,14.15346159,2017,7,18,8,15,2017,7,18,10,45,0 days 02:30:00
5028,2.537217238,2017,7,18,8,15,2017,7,18,8,15,0 days 00:00:00
5029,5.224888349,2017,7,18,8,15,2017,7,18,9,30,0 days 01:15:00
5030,4.825792329,2017,7,18,8,30,2017,7,18,9,15,0 days 00:45:00
5031,3.015996015,2017,7,18,8,30,2017,7,18,8,45,0 days 00:15:00
5032,8.565592168,2017,7,18,8,30,2017,7,18,11,0,0 days 02:30:00
5033,8.968529974,2017,7,18,8,45,2017,7,18,10,0,0 days 01:15:00
5034,14.73155424,2017,7,18,8,45,2017,7,18,11,15,0 days 02:30:00
5035,7.481685599,2017,7,18,8,45,2017,7,18,9,15,0 days 00:30:00
5036,10.28133139,2017,7,18,8,15,2017,7,18,11,0,0 days 02:45:00
5037,12.90175683,2017,7,18,9,0,2017,7,18,10,30,0 days 01:30:00
5038,10.53811369,2017,7,18,9,0,2017,7,18,10,45,0 days 01:45:00
5039,13.68662675,2017,7,18,9,0,2017,7,18,11,45,0 days 02:45:00
5041,9.905650289,2017,7,18,9,45,2017,7,18,10,45,0 days 01:00:00
5042,8.782454793,2017,7,18,9,45,2017,7,18,11,0,0 days 01:15:00
5043,11.90975047,2017,7,18,11,45,2017,7,18,13,45,0 days 02:00:00
5044,6.133723313,2017,7,18,12,30,2017,7,18,13,15,0 days 00:45:00
5046,16.76058007,2017,7,18,13,15,2017,7,18,15,30,0 days 02:15:00
5047,5.467016061,2017,7,18,13,15,2017,7,18,14,30,0 days 01:15:00
5048,13.74918217,2017,7,18,14,0,2017,7,18,16,15,0 days 02:15:00
5049,12.87758486,2017,7,18,14,0,2017,7,18,15,30,0 days 01:30:00
5052,42.3991652,2017,7,19,6,15,2017,7,19,13,30,0 days 07:15:00
5053,9.599293081,2017,7,19,6,15,2017,7,19,8,45,0 days 02:30:00
5054,1.830051205,2017,7,19,6,0,2017,7,19,6,15,0 days 00:15:00
5055,9.497798512,2017,7,19,6,45,2017,7,19,9,30,0 days 02:45:00
5056,11.94595995,2017,7,19,7,0,2017,7,19,10,0,0 days 03:00:00
5057,6.502432906,2017,7,19,7,15,2017,7,19,8,45,0 days 01:30:00
5058,23.27140428,2017,7,19,7,15,2017,7,19,14,30,0 days 07:15:00
5059,2.547767833,2017,7,19,7,30,2017,7,19,7,30,0 days 00:00:00
5060,13.01448543,2017,7,19,7,30,2017,7,19,9,0,0 days 01:30:00
5061,4.546329058,2017,7,19,7,30,2017,7,19,8,30,0 days 01:00:00
5062,9.228132155,2017,7,19,7,45,2017,7,19,9,15,0 days 01:30:00
5063,6.769810792,2017,7,19,7,45,2017,7,19,8,30,0 days 00:45:00
5064,4.995458733,2017,7,19,7,45,2017,7,19,8,45,0 days 01:00:00
5065,7.141238985,2017,7,19,7,45,2017,7,19,9,15,0 days 01:30:00
5066,10.52168158,2017,7,19,8,0,2017,7,19,10,45,0 days 02:45:00
5067,5.324986211,2017,7,19,8,0,2017,7,19,8,45,0 days 00:45:00
5069,5.132417764,2017,7,19,8,0,2017,7,19,9,15,0 days 01:15:00
5070,9.029063706,2017,7,19,7,45,2017,7,19,9,15,0 days 01:30:00
5071,3.071381707,2017,7,19,8,15,2017,7,19,8,30,0 days 00:15:00
5072,27.64215367,2017,7,19,8,15,2017,7,19,12,30,0 days 04:15:00
5073,10.56431457,2017,7,19,7,30,2017,7,19,10,0,0 days 02:30:00
5074,11.98622508,2017,7,19,8,30,2017,7,19,10,30,0 days 02:00:00
5075,9.588051831,2017,7,19,8,30,2017,7,19,10,0,0 days 01:30:00
5076,3.098637211,2017,7,19,8,30,2017,7,19,8,45,0 days 00:15:00
5077,7.677897367,2017,7,19,8,15,2017,7,19,9,45,0 days 01:30:00
5078,8.776533825,2017,7,19,8,30,2017,7,19,11,0,0 days 02:30:00
5079,12.33413828,2017,7,19,8,30,2017,7,19,10,45,0 days 02:15:00
5080,7.548976495,2017,7,19,8,45,2017,7,19,9,45,0 days 01:00:00
5082,13.11063999,2017,7,19,11,45,2017,7,19,14,15,0 days 02:30:00
5083,9.792728275,2017,7,19,12,15,2017,7,19,14,45,0 days 02:30:00
5084,4.961542292,2017,7,19,13,30,2017,7,19,14,30,0 days 01:00:00
5085,12.57123222,2017,7,19,13,15,2017,7,19,16,45,0 days 03:30:00
5086,10.38418249,2017,7,19,13,45,2017,7,19,15,30,0 days 01:45:00
5087,5.671944374,2017,7,19,14,30,2017,7,19,15,30,0 days 01:00:00
5088,7.17314312,2017,7,19,14,30,2017,7,19,15,45,0 days 01:15:00
5090,4.487202377,2017,7,20,6,45,2017,7,20,6,45,0 days 00:00:00
5091,21.55641249,2017,7,20,6,45,2017,7,20,10,30,0 days 03:45:00
5092,12.37815017,2017,7,20,7,0,2017,7,20,9,15,0 days 02:15:00
5093,9.249437341,2017,7,20,6,45,2017,7,20,9,15,0 days 02:30:00
5094,11.1304782,2017,7,20,7,15,2017,7,20,10,15,0 days 03:00:00
5095,3.550790277,2017,7,20,7,15,2017,7,20,7,45,0 days 00:30:00
5096,6.470191262,2017,7,20,7,15,2017,7,20,8,45,0 days 01:30:00
5097,9.779722497,2017,7,20,7,15,2017,7,20,8,15,0 days 01:00:00
5098,3.487278861,2017,7,20,7,15,2017,7,20,7,30,0 days 00:15:00
5099,8.315827075,2017,7,20,7,30,2017,7,20,9,15,0 days 01:45:00
5100,5.301708411,2017,7,20,7,30,2017,7,20,8,30,0 days 01:00:00
5101,3.383560771,2017,7,20,7,30,2017,7,20,7,45,0 days 00:15:00
5102,1.863304415,2017,7,20,7,45,2017,7,20,7,30,-1 days +23:45:00
5103,1.691828739,2017,7,20,6,15,2017,7,20,6,30,0 days 00:15:00
5104,6.823635234,2017,7,20,8,0,2017,7,20,9,30,0 days 01:30:00
5105,12.14731904,2017,7,20,7,45,2017,7,20,10,0,0 days 02:15:00
5106,11.46172931,2017,7,20,8,0,2017,7,20,10,0,0 days 02:00:00
5107,4.757150675,2017,7,20,8,0,2017,7,20,9,0,0 days 01:00:00
5108,3.207020531,2017,7,20,8,15,2017,7,20,8,0,-1 days +23:45:00
5110,5.056346333,2017,7,20,8,30,2017,7,20,9,30,0 days 01:00:00
5111,5.803547038,2017,7,20,8,30,2017,7,20,9,45,0 days 01:15:00
5112,11.35525557,2017,7,20,8,30,2017,7,20,10,15,0 days 01:45:00
5113,5.663207622,2017,7,20,8,45,2017,7,20,9,45,0 days 01:00:00
5114,12.14432957,2017,7,20,8,45,2017,7,20,10,45,0 days 02:00:00
5115,2.945273975,2017,7,20,8,45,2017,7,20,9,0,0 days 00:15:00
5116,9.882750412,2017,7,20,8,45,2017,7,20,10,15,0 days 01:30:00
5117,5.308556025,2017,7,20,8,45,2017,7,20,9,30,0 days 00:45:00
5118,9.623966867,2017,7,20,8,15,2017,7,20,10,15,0 days 02:00:00
5119,3.715050037,2017,7,20,10,45,2017,7,20,11,15,0 days 00:30:00
5120,5.508702915,2017,7,20,11,30,2017,7,20,12,15,0 days 00:45:00
5121,13.77755004,2017,7,20,11,15,2017,7,20,15,15,0 days 04:00:00
5122,8.040661936,2017,7,20,12,30,2017,7,20,13,15,0 days 00:45:00
5123,11.85198633,2017,7,20,12,30,2017,7,20,14,0,0 days 01:30:00
5124,3.770647425,2017,7,20,12,45,2017,7,20,13,15,0 days 00:30:00
5125,3.660388919,2017,7,20,13,15,2017,7,20,13,45,0 days 00:30:00
5126,4.653082807,2017,7,20,13,15,2017,7,20,13,15,0 days 00:00:00
5127,6.547767171,2017,7,20,15,45,2017,7,20,16,0,0 days 00:15:00
5128,1.953131457,2017,7,20,16,15,2017,7,20,16,0,-1 days +23:45:00
5129,9.758216441,2017,7,20,16,15,2017,7,20,19,0,0 days 02:45:00
5130,12.34260127,2017,7,21,6,45,2017,7,21,10,15,0 days 03:30:00
5131,5.757010201,2017,7,21,6,45,2017,7,21,7,0,0 days 00:15:00
5132,5.265750073,2017,7,21,7,0,2017,7,21,8,0,0 days 01:00:00
5133,13.23773571,2017,7,21,7,0,2017,7,21,9,15,0 days 02:15:00
5134,9.362423346,2017,7,21,6,45,2017,7,21,9,30,0 days 02:45:00
5135,3.432796962,2017,7,21,7,30,2017,7,21,8,0,0 days 00:30:00
5136,5.933274035,2017,7,21,7,30,2017,7,21,8,45,0 days 01:15:00
5137,4.257128053,2017,7,21,7,30,2017,7,21,8,0,0 days 00:30:00
5138,13.30259933,2017,7,21,7,15,2017,7,21,10,15,0 days 03:00:00
5139,13.62499389,2017,7,21,7,45,2017,7,21,11,30,0 days 03:45:00
5140,19.14278959,2017,7,21,7,45,2017,7,21,11,30,0 days 03:45:00
5141,5.557017751,2017,7,21,7,45,2017,7,21,9,0,0 days 01:15:00
5142,5.503843791,2017,7,21,7,45,2017,7,21,8,15,0 days 00:30:00
5143,14.76044052,2017,7,21,8,0,2017,7,21,9,45,0 days 01:45:00
5144,17.21926129,2017,7,21,8,0,2017,7,21,11,0,0 days 03:00:00
5145,5.226623286,2017,7,21,8,0,2017,7,21,8,45,0 days 00:45:00
5146,8.880426803,2017,7,21,8,0,2017,7,21,10,30,0 days 02:30:00
5147,5.164269697,2017,7,21,8,15,2017,7,21,9,15,0 days 01:00:00
5148,9.66938172,2017,7,21,8,15,2017,7,21,11,0,0 days 02:45:00
5149,3.793765973,2017,7,21,8,15,2017,7,21,8,45,0 days 00:30:00
5150,9.632247031,2017,7,21,8,15,2017,7,21,9,45,0 days 01:30:00
5151,9.556695697,2017,7,21,8,15,2017,7,21,10,0,0 days 01:45:00
5152,10.85945194,2017,7,21,9,45,2017,7,21,14,0,0 days 04:15:00
5153,1.506226023,2017,7,21,8,30,2017,7,21,8,15,-1 days +23:45:00
5154,7.390740422,2017,7,21,8,0,2017,7,21,8,45,0 days 00:45:00
5155,4.256793912,2017,7,21,8,30,2017,7,21,9,0,0 days 00:30:00
5156,13.86497771,2017,7,21,8,30,2017,7,21,10,30,0 days 02:00:00
5157,10.78133164,2017,7,21,8,30,2017,7,21,10,0,0 days 01:30:00
5158,10.67108203,2017,7,21,11,30,2017,7,21,13,30,0 days 02:00:00
5159,10.07465755,2017,7,21,12,0,2017,7,21,13,30,0 days 01:30:00
5161,1.811174497,2017,7,21,12,0,2017,7,21,11,45,-1 days +23:45:00
5163,4.429115166,2017,7,21,13,45,2017,7,21,14,30,0 days 00:45:00
5164,16.07832815,2017,7,21,13,45,2017,7,21,16,15,0 days 02:30:00
5165,6.313731503,2017,7,21,14,45,2017,7,21,15,45,0 days 01:00:00
5166,6.090179074,2017,7,21,15,30,2017,7,21,15,45,0 days 00:15:00
5167,14.01458768,2017,7,22,11,0,2017,7,22,13,30,0 days 02:30:00
5168,8.178793228,2017,7,22,12,45,2017,7,22,14,0,0 days 01:15:00
5169,8.759312189,2017,7,23,9,15,2017,7,23,10,0,0 days 00:45:00
5170,10.61599825,2017,7,23,13,0,2017,7,23,14,45,0 days 01:45:00
5171,14.25122239,2017,7,24,6,15,2017,7,24,10,45,0 days 04:30:00
5172,15.71396335,2017,7,24,6,15,2017,7,24,9,15,0 days 03:00:00
5173,4.444319445,2017,7,24,7,0,2017,7,24,7,45,0 days 00:45:00
5175,11.17334381,2017,7,24,6,45,2017,7,24,8,0,0 days 01:15:00
5176,4.214134222,2017,7,24,6,15,2017,7,24,7,30,0 days 01:15:00
5177,5.198505366,2017,7,24,6,45,2017,7,24,7,45,0 days 01:00:00
5178,6.395613966,2017,7,24,7,0,2017,7,24,8,0,0 days 01:00:00
5179,7.029906126,2017,7,24,7,0,2017,7,24,8,45,0 days 01:45:00
5180,2.644689066,2017,7,24,7,30,2017,7,24,7,30,0 days 00:00:00
5181,2.804043755,2017,7,24,7,30,2017,7,24,7,30,0 days 00:00:00
5182,12.62441123,2017,7,24,7,30,2017,7,24,9,45,0 days 02:15:00
5183,8.854328647,2017,7,24,7,30,2017,7,24,10,0,0 days 02:30:00
5184,5.728649311,2017,7,24,7,30,2017,7,24,9,0,0 days 01:30:00
5185,7.196530136,2017,7,24,7,45,2017,7,24,9,15,0 days 01:30:00
5186,30.24732984,2017,7,24,7,45,2017,7,24,13,0,0 days 05:15:00
5187,13.66194118,2017,7,24,7,30,2017,7,24,10,15,0 days 02:45:00
5188,11.12633715,2017,7,24,7,45,2017,7,24,10,45,0 days 03:00:00
5189,9.718819502,2017,7,24,7,45,2017,7,24,10,30,0 days 02:45:00
5190,17.36296642,2017,7,24,8,0,2017,7,24,11,0,0 days 03:00:00
5191,8.395910608,2017,7,24,8,0,2017,7,24,10,0,0 days 02:00:00
5192,15.14250831,2017,7,24,8,0,2017,7,24,10,30,0 days 02:30:00
5193,5.309294071,2017,7,24,8,0,2017,7,24,8,45,0 days 00:45:00
5194,2.842295134,2017,7,24,8,0,2017,7,24,8,15,0 days 00:15:00
5195,5.151328391,2017,7,24,8,15,2017,7,24,8,45,0 days 00:30:00
5196,14.29645177,2017,7,24,8,15,2017,7,24,10,45,0 days 02:30:00
5197,10.8457709,2017,7,24,8,15,2017,7,24,10,15,0 days 02:00:00
5198,16.72557725,2017,7,24,9,45,2017,7,24,12,15,0 days 02:30:00
5199,9.050857716,2017,7,24,8,15,2017,7,24,10,0,0 days 01:45:00
5200,23.62858082,2017,7,24,7,45,2017,7,24,13,45,0 days 06:00:00
5201,4.963929394,2017,7,24,11,0,2017,7,24,11,45,0 days 00:45:00
5202,12.91794429,2017,7,24,10,45,2017,7,24,14,0,0 days 03:15:00
5203,6.652432355,2017,7,24,11,30,2017,7,24,12,45,0 days 01:15:00
5204,8.47730569,2017,7,24,11,45,2017,7,24,13,0,0 days 01:15:00
5205,3.019965298,2017,7,24,12,0,2017,7,24,12,15,0 days 00:15:00
5206,22.99140023,2017,7,24,12,0,2017,7,24,15,15,0 days 03:15:00
5207,9.113856012,2017,7,24,12,0,2017,7,24,13,30,0 days 01:30:00
5208,3.160645352,2017,7,24,12,15,2017,7,24,13,15,0 days 01:00:00
5209,8.522398911,2017,7,24,12,30,2017,7,24,14,30,0 days 02:00:00
5210,15.40501023,2017,7,24,12,45,2017,7,24,15,0,0 days 02:15:00
5211,2.671170199,2017,7,24,13,45,2017,7,24,13,45,0 days 00:00:00
5212,8.186065196,2017,7,24,13,45,2017,7,24,15,45,0 days 02:00:00
5214,11.65398165,2017,7,24,15,30,2017,7,24,18,45,0 days 03:15:00
5215,6.811872684,2017,7,25,5,45,2017,7,25,9,0,0 days 03:15:00
5216,5.666165097,2017,7,25,6,15,2017,7,25,8,30,0 days 02:15:00
5217,13.74800654,2017,7,25,6,30,2017,7,25,11,15,0 days 04:45:00
5218,9.085999343,2017,7,25,6,15,2017,7,25,10,30,0 days 04:15:00
5219,11.74196502,2017,7,25,6,45,2017,7,25,10,45,0 days 04:00:00
5220,11.92708782,2017,7,25,7,0,2017,7,25,9,0,0 days 02:00:00
5221,7.212977401,2017,7,25,6,30,2017,7,25,7,0,0 days 00:30:00
5222,6.23014586,2017,7,25,7,0,2017,7,25,9,0,0 days 02:00:00
5223,2.677005045,2017,7,25,7,15,2017,7,25,7,45,0 days 00:30:00
5224,9.158465462,2017,7,25,7,30,2017,7,25,10,30,0 days 03:00:00
5225,29.03499556,2017,7,25,7,30,2017,7,25,12,15,0 days 04:45:00
5226,5.52687742,2017,7,25,8,0,2017,7,25,9,0,0 days 01:00:00
5227,5.924296479,2017,7,25,7,45,2017,7,25,8,45,0 days 01:00:00
5228,11.26048665,2017,7,25,8,0,2017,7,25,9,45,0 days 01:45:00
5229,11.14497859,2017,7,25,8,0,2017,7,25,10,0,0 days 02:00:00
5230,4.51357261,2017,7,25,8,15,2017,7,25,9,0,0 days 00:45:00
5231,12.11972723,2017,7,25,8,0,2017,7,25,11,15,0 days 03:15:00
5232,7.955030307,2017,7,25,8,0,2017,7,25,9,15,0 days 01:15:00
5233,7.401444737,2017,7,25,8,15,2017,7,25,10,0,0 days 01:45:00
5234,4.629627952,2017,7,25,8,15,2017,7,25,9,15,0 days 01:00:00
5235,1.822679403,2017,7,25,8,15,2017,7,25,8,15,0 days 00:00:00
5236,5.980236187,2017,7,25,8,15,2017,7,25,9,0,0 days 00:45:00
5237,6.36299969,2017,7,25,8,15,2017,7,25,8,45,0 days 00:30:00
5238,4.408303613,2017,7,25,8,30,2017,7,25,9,15,0 days 00:45:00
5239,4.186525092,2017,7,25,8,30,2017,7,25,8,30,0 days 00:00:00
5240,8.73609934,2017,7,25,8,30,2017,7,25,10,45,0 days 02:15:00
5241,9.464716342,2017,7,25,8,30,2017,7,25,11,0,0 days 02:30:00
5243,12.49181168,2017,7,25,8,45,2017,7,25,11,0,0 days 02:15:00
5244,14.19984423,2017,7,25,7,30,2017,7,25,10,0,0 days 02:30:00
5246,4.312389135,2017,7,25,12,30,2017,7,25,13,0,0 days 00:30:00
5247,11.0565918,2017,7,25,12,30,2017,7,25,16,0,0 days 03:30:00
5248,9.855250738,2017,7,25,12,30,2017,7,25,14,0,0 days 01:30:00
5249,9.815420786,2017,7,25,12,45,2017,7,25,15,15,0 days 02:30:00
5250,12.72756785,2017,7,25,12,45,2017,7,25,14,45,0 days 02:00:00
5251,1.74558462,2017,7,25,13,0,2017,7,25,12,45,-1 days +23:45:00
5252,11.67761212,2017,7,25,13,0,2017,7,25,14,45,0 days 01:45:00
5253,17.89798873,2017,7,25,13,15,2017,7,25,16,15,0 days 03:00:00
5254,9.059075816,2017,7,25,13,15,2017,7,25,14,45,0 days 01:30:00
5255,3.731932721,2017,7,25,13,45,2017,7,25,14,0,0 days 00:15:00
5256,2.20308034,2017,7,25,13,45,2017,7,25,13,45,0 days 00:00:00
5257,11.98557917,2017,7,25,14,30,2017,7,25,17,45,0 days 03:15:00
5258,4.714731547,2017,7,25,15,45,2017,7,25,15,45,0 days 00:00:00
5259,7.768620022,2017,7,26,5,45,2017,7,26,8,0,0 days 02:15:00
5260,9.313401015,2017,7,26,6,15,2017,7,26,10,30,0 days 04:15:00
5261,10.90003726,2017,7,26,6,30,2017,7,26,8,30,0 days 02:00:00
5262,5.567709075,2017,7,26,6,30,2017,7,26,7,45,0 days 01:15:00
5263,11.36053809,2017,7,26,6,45,2017,7,26,8,45,0 days 02:00:00
5264,9.214139109,2017,7,26,7,0,2017,7,26,9,30,0 days 02:30:00
5265,4.404359108,2017,7,26,6,30,2017,7,26,6,30,0 days 00:00:00
5266,12.59046568,2017,7,26,7,0,2017,7,26,9,15,0 days 02:15:00
5267,11.7361754,2017,7,26,7,0,2017,7,26,10,15,0 days 03:15:00
5268,12.27097351,2017,7,26,7,30,2017,7,26,9,30,0 days 02:00:00
5269,9.508819407,2017,7,26,7,30,2017,7,26,10,0,0 days 02:30:00
5270,10.92686937,2017,7,26,7,30,2017,7,26,9,15,0 days 01:45:00
5271,22.99914009,2017,7,26,7,15,2017,7,26,14,30,0 days 07:15:00
5272,4.900511076,2017,7,26,7,45,2017,7,26,8,45,0 days 01:00:00
5273,6.519411575,2017,7,26,7,45,2017,7,26,9,0,0 days 01:15:00
5274,4.239584304,2017,7,26,7,45,2017,7,26,8,45,0 days 01:00:00
5275,4.867626166,2017,7,26,8,0,2017,7,26,8,45,0 days 00:45:00
5276,10.16588491,2017,7,26,8,0,2017,7,26,9,45,0 days 01:45:00
5277,4.636942259,2017,7,26,8,15,2017,7,26,9,0,0 days 00:45:00
5278,4.450792503,2017,7,26,8,15,2017,7,26,9,0,0 days 00:45:00
5279,3.177791451,2017,7,26,8,15,2017,7,26,8,30,0 days 00:15:00
5280,6.674398368,2017,7,26,8,15,2017,7,26,9,45,0 days 01:30:00
5281,8.543719976,2017,7,26,8,15,2017,7,26,10,30,0 days 02:15:00
5282,42.10497589,2017,7,26,8,30,2017,7,26,15,15,0 days 06:45:00
5283,9.536473282,2017,7,26,8,30,2017,7,26,11,15,0 days 02:45:00
5285,9.604982388,2017,7,26,8,30,2017,7,26,10,0,0 days 01:30:00
5286,3.970626162,2017,7,26,8,30,2017,7,26,9,0,0 days 00:30:00
5287,1.979350857,2017,7,26,8,45,2017,7,26,8,30,-1 days +23:45:00
5288,4.254779681,2017,7,26,8,45,2017,7,26,8,45,0 days 00:00:00
5289,6.683944132,2017,7,26,8,15,2017,7,26,9,30,0 days 01:15:00
5291,6.93888397,2017,7,26,10,30,2017,7,26,11,45,0 days 01:15:00
5292,8.061981076,2017,7,26,11,45,2017,7,26,13,30,0 days 01:45:00
5293,7.000626289,2017,7,26,12,0,2017,7,26,13,30,0 days 01:30:00
5294,4.614504021,2017,7,26,12,45,2017,7,26,12,45,0 days 00:00:00
5295,15.29493359,2017,7,26,12,45,2017,7,26,15,30,0 days 02:45:00
5296,2.700928756,2017,7,26,16,15,2017,7,26,15,45,-1 days +23:30:00
5298,13.92629086,2017,7,27,6,0,2017,7,27,10,0,0 days 04:00:00
5299,5.763814273,2017,7,27,6,15,2017,7,27,7,30,0 days 01:15:00
5300,30.50744466,2017,7,27,6,15,2017,7,27,11,0,0 days 04:45:00
5301,2.235155516,2017,7,27,6,15,2017,7,27,6,30,0 days 00:15:00
5302,13.37975402,2017,7,27,7,0,2017,7,27,10,45,0 days 03:45:00
5303,10.01000178,2017,7,27,6,45,2017,7,27,9,30,0 days 02:45:00
5304,9.434734783,2017,7,27,7,0,2017,7,27,9,30,0 days 02:30:00
5305,3.382681515,2017,7,27,7,15,2017,7,27,7,30,0 days 00:15:00
5306,11.6911262,2017,7,27,7,15,2017,7,27,10,30,0 days 03:15:00
5307,12.49776368,2017,7,27,7,15,2017,7,27,9,30,0 days 02:15:00
