,kWh,year_start,month_start,day_start,hour_start,minute_start,year_end,month_end,day_end,hour_end,minute_end,duration
0,0.3,2018,12,21,10,20,2018,12,21,10,23,0 days 00:03:00
1,0.87,2018,12,21,10,24,2018,12,21,10,32,0 days 00:08:00
2,29.87,2018,12,21,11,33,2018,12,21,19,46,0 days 08:13:00
3,15.56,2018,12,22,16,15,2018,12,23,16,40,1 days 00:25:00
4,3.62,2018,12,24,22,3,2018,12,24,23,2,0 days 00:59:00
5,16.14,2018,12,24,23,32,2018,12,25,17,37,0 days 18:05:00
6,10.33,2018,12,25,18,25,2018,12,26,16,8,0 days 21:43:00
7,27.66,2018,12,26,10,41,2018,12,26,16,52,0 days 06:11:00
8,8.83,2018,12,26,18,46,2018,12,26,21,8,0 days 02:22:00
9,8.58,2018,12,29,16,4,2018,12,29,20,55,0 days 04:51:00
10,15.95,2018,12,29,23,48,2018,12,30,15,13,0 days 15:25:00
11,3.64,2018,12,30,16,24,2018,12,30,17,23,0 days 00:59:00
12,9.79,2018,12,30,22,0,2018,12,31,11,28,0 days 13:28:00
13,28.11,2019,1,2,8,39,2019,1,3,9,11,1 days 00:32:00
14,14.64,2019,1,2,19,59,2019,1,3,0,52,0 days 04:53:00
15,2.0,2019,1,4,15,44,2019,1,5,8,6,0 days 16:22:00
16,29.34,2019,1,5,17,10,2019,1,6,16,24,0 days 23:14:00
17,14.77,2019,1,5,18,4,2019,1,6,17,39,0 days 23:35:00
18,10.46,2019,1,5,20,6,2019,1,6,13,23,0 days 17:17:00
19,3.92,2019,1,6,18,2,2019,1,6,21,31,0 days 03:29:00
20,0.08,2019,1,7,20,2,2019,1,7,20,5,0 days 00:03:00
21,6.14,2019,1,7,20,5,2019,1,8,10,5,0 days 14:00:00
22,5.34,2019,1,8,19,28,2019,1,9,12,1,0 days 16:33:00
23,18.7,2019,1,9,16,46,2019,1,10,10,20,0 days 17:34:00
24,10.38,2019,1,9,20,59,2019,1,10,15,19,0 days 18:20:00
25,1.85,2019,1,9,22,35,2019,1,9,23,10,0 days 00:35:00
26,0.34,2019,1,9,23,53,2019,1,9,23,56,0 days 00:03:00
27,5.1,2019,1,10,16,30,2019,1,10,17,20,0 days 00:50:00
28,8.35,2019,1,10,23,32,2019,1,11,18,10,0 days 18:38:00
29,11.7,2019,1,11,15,12,2019,1,11,17,7,0 days 01:55:00
30,7.28,2019,1,11,17,13,2019,1,11,21,43,0 days 04:30:00
31,16.79,2019,1,11,18,54,2019,1,12,9,47,0 days 14:53:00
32,14.63,2019,1,11,20,34,2019,1,11,22,56,0 days 02:22:00
33,5.51,2019,1,12,12,23,2019,1,12,13,58,0 days 01:35:00
34,11.99,2019,1,12,13,36,2019,1,12,15,32,0 days 01:56:00
35,6.56,2019,1,12,15,29,2019,1,12,18,9,0 days 02:40:00
36,19.0,2019,1,12,15,53,2019,1,12,21,21,0 days 05:28:00
37,6.19,2019,1,12,18,10,2019,1,13,18,42,1 days 00:32:00
38,16.5,2019,1,12,21,43,2019,1,13,14,13,0 days 16:30:00
39,5.72,2019,1,13,12,27,2019,1,13,16,16,0 days 03:49:00
40,14.4,2019,1,13,13,30,2019,1,13,16,23,0 days 02:53:00
41,18.48,2019,1,13,15,1,2019,1,13,18,20,0 days 03:19:00
42,13.88,2019,1,13,17,7,2019,1,14,12,53,0 days 19:46:00
43,14.21,2019,1,14,18,53,2019,1,15,10,6,0 days 15:13:00
44,27.24,2019,1,14,19,52,2019,1,15,6,37,0 days 10:45:00
45,4.09,2019,1,14,21,5,2019,1,15,13,33,0 days 16:28:00
46,3.97,2019,1,15,15,28,2019,1,15,17,12,0 days 01:44:00
47,15.47,2019,1,15,18,39,2019,1,16,8,24,0 days 13:45:00
48,5.29,2019,1,15,19,57,2019,1,16,10,15,0 days 14:18:00
49,14.61,2019,1,15,22,41,2019,1,16,7,52,0 days 09:11:00
50,22.31,2019,1,15,23,32,2019,1,16,11,8,0 days 11:36:00
51,6.2,2019,1,16,13,44,2019,1,17,17,37,1 days 03:53:00
52,2.83,2019,1,17,11,32,2019,1,17,12,18,0 days 00:46:00
53,3.67,2019,1,17,12,51,2019,1,17,13,51,0 days 01:00:00
54,30.2,2019,1,17,17,39,2019,1,18,15,16,0 days 21:37:00
55,9.25,2019,1,17,18,56,2019,1,18,18,20,0 days 23:24:00
56,25.62,2019,1,17,22,16,2019,1,18,10,16,0 days 12:00:00
57,18.29,2019,1,17,22,48,2019,1,18,5,38,0 days 06:50:00
58,0.75,2019,1,18,2,0,2019,1,18,2,8,0 days 00:08:00
59,1.45,2019,1,18,2,12,2019,1,18,2,30,0 days 00:18:00
60,20.53,2019,1,18,15,39,2019,1,19,10,47,0 days 19:08:00
61,16.71,2019,1,18,22,33,2019,1,19,1,18,0 days 02:45:00
62,13.06,2019,1,18,23,35,2019,1,19,4,0,0 days 04:25:00
63,8.79,2019,1,19,13,7,2019,1,19,16,35,0 days 03:28:00
64,29.73,2019,1,19,14,16,2019,1,19,19,47,0 days 05:31:00
65,14.84,2019,1,19,22,27,2019,1,20,0,57,0 days 02:30:00
66,19.43,2019,1,20,21,21,2019,1,21,10,14,0 days 12:53:00
67,16.65,2019,1,21,15,57,2019,1,21,18,40,0 days 02:43:00
68,7.99,2019,1,21,16,27,2019,1,29,11,31,7 days 19:04:00
69,24.36,2019,1,22,14,36,2019,1,22,18,39,0 days 04:03:00
70,18.47,2019,1,22,18,52,2019,1,22,23,13,0 days 04:21:00
71,2.92,2019,1,23,11,48,2019,1,23,12,48,0 days 01:00:00
72,20.48,2019,1,23,15,57,2019,1,23,20,50,0 days 04:53:00
73,15.66,2019,1,23,19,0,2019,1,24,5,17,0 days 10:17:00
74,19.25,2019,1,23,21,43,2019,1,24,4,10,0 days 06:27:00
75,6.9,2019,1,24,16,33,2019,1,25,0,14,0 days 07:41:00
76,18.47,2019,1,24,22,15,2019,1,25,7,29,0 days 09:14:00
77,4.39,2019,1,25,13,29,2019,1,25,14,47,0 days 01:18:00
78,0.71,2019,1,25,15,39,2019,1,25,15,52,0 days 00:13:00
79,0.01,2019,1,25,15,52,2019,1,25,15,52,0 days 00:00:00
80,0.47,2019,1,25,15,52,2019,1,25,16,1,0 days 00:09:00
81,0.03,2019,1,25,16,4,2019,1,25,16,5,0 days 00:01:00
82,2.39,2019,1,25,16,9,2019,1,25,16,50,0 days 00:41:00
83,7.31,2019,1,25,16,47,2019,1,25,21,34,0 days 04:47:00
84,0.09,2019,1,25,16,50,2019,1,25,16,53,0 days 00:03:00
85,2.51,2019,1,25,16,54,2019,1,25,17,36,0 days 00:42:00
86,27.02,2019,1,25,18,1,2019,1,26,10,34,0 days 16:33:00
87,10.6,2019,1,25,19,40,2019,1,26,12,58,0 days 17:18:00
88,14.63,2019,1,25,20,20,2019,1,26,0,22,0 days 04:02:00
89,2.59,2019,1,26,9,28,2019,1,26,10,57,0 days 01:29:00
90,20.57,2019,1,26,15,27,2019,1,27,9,57,0 days 18:30:00
91,1.4,2019,1,26,17,34,2019,1,26,17,58,0 days 00:24:00
92,15.46,2019,1,26,18,47,2019,1,27,4,0,0 days 09:13:00
93,19.11,2019,1,26,19,2,2019,1,27,8,35,0 days 13:33:00
94,0.94,2019,1,27,4,0,2019,1,27,9,53,0 days 05:53:00
95,24.05,2019,1,27,14,8,2019,1,27,18,11,0 days 04:03:00
96,22.78,2019,1,27,17,53,2019,1,27,21,53,0 days 04:00:00
97,1.55,2019,1,27,18,11,2019,1,27,19,47,0 days 01:36:00
98,16.49,2019,1,27,19,33,2019,1,28,7,24,0 days 11:51:00
99,15.59,2019,1,27,23,45,2019,1,28,9,55,0 days 10:10:00
100,10.64,2019,1,28,11,0,2019,1,28,13,54,0 days 02:54:00
101,6.99,2019,1,28,18,37,2019,1,29,11,32,0 days 16:55:00
102,9.06,2019,1,28,19,18,2019,1,28,22,38,0 days 03:20:00
103,19.88,2019,1,29,17,25,2019,1,29,20,27,0 days 03:02:00
104,5.86,2019,1,29,19,25,2019,1,29,21,6,0 days 01:41:00
105,1.14,2019,1,29,20,27,2019,1,30,8,56,0 days 12:29:00
106,2.73,2019,1,30,0,13,2019,1,30,1,0,0 days 00:47:00
107,11.0,2019,1,30,7,47,2019,1,30,11,44,0 days 03:57:00
108,15.47,2019,1,30,9,3,2019,1,30,13,17,0 days 04:14:00
109,6.9,2019,1,30,16,47,2019,1,30,20,19,0 days 03:32:00
110,31.06,2019,1,30,19,6,2019,1,31,6,30,0 days 11:24:00
111,8.82,2019,1,31,9,23,2019,1,31,11,47,0 days 02:24:00
112,3.24,2019,1,31,13,4,2019,1,31,15,3,0 days 01:59:00
113,20.18,2019,1,31,13,49,2019,1,31,17,34,0 days 03:45:00
114,9.52,2019,1,31,15,20,2019,1,31,18,3,0 days 02:43:00
115,8.05,2019,1,31,15,41,2019,1,31,17,53,0 days 02:12:00
116,12.37,2019,1,31,16,25,2019,1,31,18,27,0 days 02:02:00
117,7.2,2019,1,31,18,34,2019,2,1,7,4,0 days 12:30:00
118,18.81,2019,1,31,20,14,2019,2,1,7,33,0 days 11:19:00
119,2.51,2019,1,31,20,34,2019,1,31,21,23,0 days 00:49:00
120,8.43,2019,2,1,15,45,2019,2,1,18,6,0 days 02:21:00
121,13.48,2019,2,1,16,20,2019,2,1,20,0,0 days 03:40:00
122,2.7,2019,2,1,16,38,2019,2,1,17,29,0 days 00:51:00
123,5.65,2019,2,1,18,9,2019,2,1,19,45,0 days 01:36:00
124,7.95,2019,2,1,18,41,2019,2,2,11,49,0 days 17:08:00
125,11.78,2019,2,1,22,22,2019,2,2,12,56,0 days 14:34:00
126,6.1,2019,2,2,9,3,2019,2,2,14,26,0 days 05:23:00
127,26.88,2019,2,2,17,47,2019,2,3,8,31,0 days 14:44:00
128,12.68,2019,2,2,18,12,2019,2,2,21,45,0 days 03:33:00
129,20.36,2019,2,3,0,41,2019,2,3,9,52,0 days 09:11:00
130,6.5,2019,2,3,16,58,2019,2,3,18,46,0 days 01:48:00
131,4.44,2019,2,3,19,13,2019,2,3,20,28,0 days 01:15:00
132,8.63,2019,2,3,21,25,2019,2,4,8,12,0 days 10:47:00
133,24.78,2019,2,4,16,0,2019,2,14,15,14,9 days 23:14:00
134,9.62,2019,2,4,17,37,2019,2,4,20,18,0 days 02:41:00
135,12.31,2019,2,4,18,12,2019,2,14,15,14,9 days 21:02:00
136,5.33,2019,2,4,18,30,2019,2,4,20,3,0 days 01:33:00
137,5.03,2019,2,4,20,12,2019,2,14,15,13,9 days 19:01:00
138,17.91,2019,2,4,22,35,2019,2,5,5,17,0 days 06:42:00
139,3.94,2019,2,5,17,5,2019,2,5,18,15,0 days 01:10:00
140,16.56,2019,2,5,17,21,2019,2,6,7,26,0 days 14:05:00
141,14.65,2019,2,6,19,47,2019,2,7,6,28,0 days 10:41:00
142,28.39,2019,2,7,11,30,2019,2,7,16,19,0 days 04:49:00
143,0.27,2019,2,8,16,58,2019,2,8,19,49,0 days 02:51:00
144,6.88,2019,2,8,21,31,2019,2,9,9,55,0 days 12:24:00
145,6.44,2019,2,9,14,54,2019,2,10,9,28,0 days 18:34:00
146,28.55,2019,2,9,15,11,2019,2,10,3,0,0 days 11:49:00
147,12.18,2019,2,10,15,42,2019,2,10,22,17,0 days 06:35:00
148,12.78,2019,2,11,16,11,2019,2,12,11,29,0 days 19:18:00
149,26.67,2019,2,11,20,47,2019,2,12,7,40,0 days 10:53:00
150,14.42,2019,2,12,16,49,2019,2,12,22,1,0 days 05:12:00
151,14.38,2019,2,13,18,20,2019,2,14,7,14,0 days 12:54:00
152,0.01,2019,2,13,22,55,2019,2,13,22,56,0 days 00:01:00
153,16.82,2019,2,13,22,56,2019,2,14,6,57,0 days 08:01:00
154,9.53,2019,2,14,16,7,2019,2,14,17,40,0 days 01:33:00
155,10.94,2019,2,14,16,45,2019,2,15,2,30,0 days 09:45:00
156,21.42,2019,2,14,17,40,2019,2,14,21,29,0 days 03:49:00
157,13.8,2019,2,14,19,17,2019,2,15,9,32,0 days 14:15:00
158,4.41,2019,2,15,9,30,2019,2,15,10,14,0 days 00:44:00
159,4.93,2019,2,15,13,20,2019,2,16,15,48,1 days 02:28:00
160,10.21,2019,2,15,15,3,2019,2,16,10,28,0 days 19:25:00
161,1.82,2019,2,15,15,48,2019,2,15,16,18,0 days 00:30:00
162,10.16,2019,2,15,15,54,2019,2,16,13,19,0 days 21:25:00
163,8.45,2019,2,15,16,56,2019,2,16,11,52,0 days 18:56:00
164,7.45,2019,2,15,17,36,2019,2,16,13,42,0 days 20:06:00
165,20.58,2019,2,15,19,4,2019,2,16,6,31,0 days 11:27:00
166,14.29,2019,2,15,19,28,2019,2,16,14,37,0 days 19:09:00
167,17.66,2019,2,15,19,31,2019,2,15,22,40,0 days 03:09:00
168,16.96,2019,2,15,23,43,2019,2,16,8,15,0 days 08:32:00
169,13.83,2019,2,16,12,31,2019,2,17,21,57,1 days 09:26:00
170,11.87,2019,2,16,16,21,2019,2,16,23,8,0 days 06:47:00
171,0.03,2019,2,16,17,38,2019,2,16,17,39,0 days 00:01:00
172,0.61,2019,2,16,17,41,2019,2,16,17,51,0 days 00:10:00
173,18.56,2019,2,16,22,54,2019,2,18,8,18,1 days 09:24:00
174,13.21,2019,2,16,22,57,2019,2,17,10,19,0 days 11:22:00
175,16.92,2019,2,16,23,47,2019,2,17,12,34,0 days 12:47:00
176,15.03,2019,2,17,1,11,2019,2,17,15,51,0 days 14:40:00
177,3.94,2019,2,17,13,41,2019,2,17,15,53,0 days 02:12:00
178,6.91,2019,2,17,13,53,2019,2,17,16,56,0 days 03:03:00
179,6.55,2019,2,17,14,15,2019,2,17,16,4,0 days 01:49:00
180,7.93,2019,2,17,14,19,2019,2,18,8,57,0 days 18:38:00
181,7.88,2019,2,17,14,27,2019,2,17,21,5,0 days 06:38:00
182,8.46,2019,2,17,15,19,2019,2,17,21,31,0 days 06:12:00
183,14.27,2019,2,17,17,34,2019,2,17,20,0,0 days 02:26:00
184,8.15,2019,2,17,19,12,2019,2,17,21,28,0 days 02:16:00
185,0.02,2019,2,17,21,29,2019,2,17,21,30,0 days 00:01:00
186,11.43,2019,2,17,22,17,2019,2,18,8,50,0 days 10:33:00
187,11.3,2019,2,17,22,58,2019,2,18,7,45,0 days 08:47:00
188,11.79,2019,2,18,10,20,2019,2,18,13,31,0 days 03:11:00
189,8.95,2019,2,18,16,27,2019,2,19,7,54,0 days 15:27:00
190,26.81,2019,2,18,17,47,2019,2,18,22,34,0 days 04:47:00
191,13.21,2019,2,18,20,26,2019,2,19,7,57,0 days 11:31:00
192,15.7,2019,2,18,23,32,2019,2,19,14,58,0 days 15:26:00
193,4.52,2019,2,19,7,45,2019,2,19,9,1,0 days 01:16:00
194,9.15,2019,2,19,15,7,2019,2,19,17,40,0 days 02:33:00
195,8.32,2019,2,19,16,21,2019,2,19,18,44,0 days 02:23:00
196,15.13,2019,2,19,16,51,2019,2,20,8,1,0 days 15:10:00
197,8.23,2019,2,19,18,15,2019,2,19,21,51,0 days 03:36:00
198,11.69,2019,2,19,18,49,2019,2,20,12,21,0 days 17:32:00
199,16.43,2019,2,19,19,40,2019,2,20,12,29,0 days 16:49:00
200,16.52,2019,2,19,20,6,2019,2,20,10,32,0 days 14:26:00
201,4.55,2019,2,19,21,1,2019,2,20,7,16,0 days 10:15:00
202,17.56,2019,2,19,21,48,2019,2,20,6,29,0 days 08:41:00
203,0.96,2019,2,19,21,51,2019,2,20,9,36,0 days 11:45:00
204,11.97,2019,2,20,11,54,2019,2,20,15,14,0 days 03:20:00
205,16.14,2019,2,20,15,22,2019,2,20,20,28,0 days 05:06:00
206,2.88,2019,2,20,16,0,2019,2,20,16,48,0 days 00:48:00
207,9.96,2019,2,20,17,26,2019,2,20,20,21,0 days 02:55:00
208,7.04,2019,2,20,18,42,2019,2,20,21,2,0 days 02:20:00
209,4.05,2019,2,20,20,49,2019,2,21,2,52,0 days 06:03:00
210,6.99,2019,2,21,10,58,2019,2,21,17,22,0 days 06:24:00
211,9.51,2019,2,21,13,7,2019,2,22,12,22,0 days 23:15:00
212,4.9,2019,2,21,16,44,2019,2,22,10,20,0 days 17:36:00
213,11.78,2019,2,21,18,27,2019,2,22,12,22,0 days 17:55:00
214,7.51,2019,2,21,19,44,2019,2,22,12,24,0 days 16:40:00
215,18.48,2019,2,22,10,57,2019,2,25,7,14,2 days 20:17:00
216,4.22,2019,2,22,18,35,2019,2,22,19,43,0 days 01:08:00
217,20.12,2019,2,22,20,31,2019,2,23,8,11,0 days 11:40:00
218,7.47,2019,2,22,21,10,2019,2,23,9,14,0 days 12:04:00
219,17.6,2019,2,23,1,13,2019,2,24,15,28,1 days 14:15:00
220,7.41,2019,2,23,17,1,2019,2,24,16,34,0 days 23:33:00
221,16.37,2019,2,23,17,25,2019,2,24,8,49,0 days 15:24:00
222,13.55,2019,2,23,21,45,2019,2,25,9,8,1 days 11:23:00
223,10.28,2019,2,23,21,48,2019,2,24,13,50,0 days 16:02:00
224,9.27,2019,2,24,18,18,2019,2,25,7,18,0 days 13:00:00
225,30.86,2019,2,24,19,21,2019,2,25,6,3,0 days 10:42:00
226,0.36,2019,2,24,22,12,2019,2,25,7,2,0 days 08:50:00
227,27.05,2019,2,25,0,49,2019,2,25,12,42,0 days 11:53:00
228,11.23,2019,2,25,14,50,2019,2,25,17,57,0 days 03:07:00
229,13.19,2019,2,25,16,27,2019,2,26,7,32,0 days 15:05:00
230,9.74,2019,2,25,17,44,2019,2,25,20,27,0 days 02:43:00
231,9.45,2019,2,25,18,36,2019,2,26,10,13,0 days 15:37:00
232,12.97,2019,2,26,10,32,2019,2,27,11,20,1 days 00:48:00
233,17.71,2019,2,26,15,50,2019,2,27,7,21,0 days 15:31:00
234,1.43,2019,2,26,16,22,2019,2,26,16,47,0 days 00:25:00
235,12.84,2019,2,26,16,53,2019,2,27,7,7,0 days 14:14:00
236,5.54,2019,2,26,17,31,2019,2,26,19,5,0 days 01:34:00
237,8.74,2019,2,26,19,53,2019,2,27,8,28,0 days 12:35:00
238,18.03,2019,2,26,20,11,2019,2,27,9,56,0 days 13:45:00
239,6.22,2019,2,26,22,44,2019,2,27,6,50,0 days 08:06:00
240,15.23,2019,2,26,23,30,2019,2,27,10,25,0 days 10:55:00
241,7.22,2019,2,27,7,36,2019,2,27,9,38,0 days 02:02:00
242,6.0,2019,2,27,11,27,2019,2,27,16,50,0 days 05:23:00
243,12.89,2019,2,27,18,37,2019,2,27,21,0,0 days 02:23:00
244,8.25,2019,2,27,18,54,2019,2,28,6,42,0 days 11:48:00
245,12.99,2019,2,27,20,44,2019,2,28,7,21,0 days 10:37:00
246,6.82,2019,2,28,15,16,2019,2,28,17,10,0 days 01:54:00
247,13.74,2019,2,28,16,21,2019,3,1,7,19,0 days 14:58:00
248,3.44,2019,2,28,16,47,2019,2,28,18,21,0 days 01:34:00
249,27.26,2019,2,28,17,10,2019,2,28,21,35,0 days 04:25:00
250,5.61,2019,2,28,17,44,2019,3,1,10,1,0 days 16:17:00
251,1.49,2019,2,28,18,4,2019,2,28,18,29,0 days 00:25:00
252,19.48,2019,2,28,19,2,2019,3,1,9,56,0 days 14:54:00
253,17.22,2019,2,28,20,59,2019,3,1,6,55,0 days 09:56:00
254,15.39,2019,2,28,21,47,2019,3,1,6,27,0 days 08:40:00
255,2.65,2019,3,1,15,41,2019,3,1,16,34,0 days 00:53:00
256,8.06,2019,3,1,17,53,2019,3,1,22,16,0 days 04:23:00
257,3.14,2019,3,1,18,5,2019,3,1,18,58,0 days 00:53:00
258,15.87,2019,3,1,18,22,2019,3,2,11,0,0 days 16:38:00
259,18.46,2019,3,1,19,1,2019,3,3,15,8,1 days 20:07:00
260,8.53,2019,3,1,19,27,2019,3,1,21,50,0 days 02:23:00
261,20.35,2019,3,1,20,0,2019,3,2,15,56,0 days 19:56:00
262,11.5,2019,3,1,20,58,2019,3,2,8,26,0 days 11:28:00
263,17.91,2019,3,1,22,4,2019,3,2,6,38,0 days 08:34:00
264,17.21,2019,3,1,22,23,2019,3,2,1,30,0 days 03:07:00
265,6.28,2019,3,1,22,26,2019,3,2,14,22,0 days 15:56:00
266,15.78,2019,3,1,23,56,2019,3,3,12,28,1 days 12:32:00
267,6.96,2019,3,2,9,22,2019,3,2,16,24,0 days 07:02:00
268,7.26,2019,3,2,10,18,2019,3,2,12,22,0 days 02:04:00
269,21.72,2019,3,2,13,38,2019,3,2,16,53,0 days 03:15:00
270,11.22,2019,3,2,15,37,2019,3,2,18,43,0 days 03:06:00
271,4.07,2019,3,2,17,25,2019,3,2,18,33,0 days 01:08:00
272,5.97,2019,3,2,17,57,2019,3,3,14,46,0 days 20:49:00
273,2.55,2019,3,2,18,10,2019,3,2,18,53,0 days 00:43:00
274,8.9,2019,3,2,19,26,2019,3,3,0,28,0 days 05:02:00
275,12.48,2019,3,2,19,42,2019,3,3,9,1,0 days 13:19:00
276,12.52,2019,3,2,21,25,2019,3,3,11,15,0 days 13:50:00
277,6.65,2019,3,3,12,55,2019,3,3,16,37,0 days 03:42:00
278,7.15,2019,3,3,13,17,2019,3,3,16,16,0 days 02:59:00
279,6.05,2019,3,3,13,35,2019,3,3,15,15,0 days 01:40:00
280,31.93,2019,3,3,13,40,2019,3,4,6,8,0 days 16:28:00
281,21.09,2019,3,3,14,27,2019,3,4,8,25,0 days 17:58:00
282,12.62,2019,3,3,15,4,2019,3,4,9,34,0 days 18:30:00
283,3.81,2019,3,3,18,45,2019,3,4,18,40,0 days 23:55:00
284,4.35,2019,3,3,19,15,2019,3,3,20,28,0 days 01:13:00
285,13.36,2019,3,3,21,33,2019,3,4,10,36,0 days 13:03:00
286,15.42,2019,3,3,23,4,2019,3,4,8,19,0 days 09:15:00
287,9.6,2019,3,3,23,29,2019,3,4,7,7,0 days 07:38:00
288,19.97,2019,3,4,17,19,2019,3,5,7,23,0 days 14:04:00
289,12.27,2019,3,4,17,20,2019,3,5,7,12,0 days 13:52:00
290,3.37,2019,3,4,19,22,2019,3,4,20,19,0 days 00:57:00
291,11.26,2019,3,4,20,24,2019,3,5,5,46,0 days 09:22:00
292,3.48,2019,3,4,20,45,2019,3,4,21,44,0 days 00:59:00
293,8.02,2019,3,4,22,13,2019,3,5,7,3,0 days 08:50:00
294,14.05,2019,3,5,16,19,2019,3,6,7,19,0 days 15:00:00
295,19.15,2019,3,5,17,17,2019,3,6,7,21,0 days 14:04:00
296,13.9,2019,3,5,21,5,2019,3,6,13,6,0 days 16:01:00
297,13.33,2019,3,5,21,53,2019,3,6,9,57,0 days 12:04:00
298,21.28,2019,3,5,21,53,2019,3,6,6,32,0 days 08:39:00
299,13.04,2019,3,5,22,38,2019,3,6,11,4,0 days 12:26:00
300,2.35,2019,3,6,16,8,2019,3,6,16,47,0 days 00:39:00
301,8.74,2019,3,6,17,18,2019,3,7,18,33,1 days 01:15:00
302,2.36,2019,3,6,17,38,2019,3,6,18,18,0 days 00:40:00
303,11.61,2019,3,6,17,47,2019,3,7,11,44,0 days 17:57:00
304,1.5,2019,3,6,18,20,2019,3,6,18,46,0 days 00:26:00
305,13.95,2019,3,6,18,42,2019,3,12,6,58,5 days 12:16:00
306,3.97,2019,3,6,18,46,2019,3,7,9,59,0 days 15:13:00
307,4.94,2019,3,6,18,59,2019,3,6,20,22,0 days 01:23:00
308,25.68,2019,3,6,19,19,2019,3,7,8,8,0 days 12:49:00
309,11.57,2019,3,6,20,0,2019,3,7,12,40,0 days 16:40:00
310,1.49,2019,3,6,20,58,2019,3,6,21,23,0 days 00:25:00
311,10.54,2019,3,6,21,9,2019,3,7,9,57,0 days 12:48:00
312,13.29,2019,3,6,21,51,2019,3,7,6,29,0 days 08:38:00
313,6.95,2019,3,7,10,11,2019,3,7,15,31,0 days 05:20:00
314,12.99,2019,3,7,11,41,2019,3,7,17,19,0 days 05:38:00
315,6.26,2019,3,7,15,55,2019,3,7,17,41,0 days 01:46:00
316,14.46,2019,3,7,17,47,2019,3,7,22,18,0 days 04:31:00
317,15.29,2019,3,7,18,22,2019,3,8,14,56,0 days 20:34:00
318,11.51,2019,3,7,18,45,2019,3,7,21,52,0 days 03:07:00
319,11.96,2019,3,7,19,18,2019,3,8,7,34,0 days 12:16:00
320,19.5,2019,3,7,19,21,2019,3,8,7,23,0 days 12:02:00
321,8.52,2019,3,7,19,43,2019,3,8,11,24,0 days 15:41:00
322,7.24,2019,3,7,20,15,2019,3,8,9,30,0 days 13:15:00
323,17.71,2019,3,7,21,14,2019,3,8,13,48,0 days 16:34:00
324,10.25,2019,3,7,21,23,2019,3,8,7,16,0 days 09:53:00
325,8.39,2019,3,8,14,21,2019,3,8,17,41,0 days 03:20:00
326,9.96,2019,3,8,15,37,2019,3,8,17,14,0 days 01:37:00
327,18.28,2019,3,8,16,26,2019,3,11,7,23,2 days 14:57:00
328,9.85,2019,3,8,16,45,2019,3,10,20,7,2 days 03:22:00
329,3.48,2019,3,8,18,10,2019,3,9,15,16,0 days 21:06:00
330,12.69,2019,3,8,18,29,2019,3,9,10,5,0 days 15:36:00
331,19.53,2019,3,8,20,8,2019,3,9,22,45,1 days 02:37:00
332,20.41,2019,3,9,14,24,2019,3,10,14,4,0 days 23:40:00
333,7.68,2019,3,9,15,46,2019,3,9,18,23,0 days 02:37:00
334,18.83,2019,3,9,17,52,2019,3,10,13,22,0 days 19:30:00
335,6.67,2019,3,9,17,59,2019,3,10,14,21,0 days 20:22:00
336,11.42,2019,3,9,21,0,2019,3,10,6,53,0 days 09:53:00
337,6.25,2019,3,9,21,25,2019,3,10,13,8,0 days 15:43:00
338,4.34,2019,3,10,15,52,2019,3,10,17,34,0 days 01:42:00
339,24.6,2019,3,10,17,35,2019,3,10,21,37,0 days 04:02:00
340,4.47,2019,3,10,20,14,2019,3,11,10,50,0 days 14:36:00
341,9.96,2019,3,10,21,18,2019,3,11,6,50,0 days 09:32:00
342,19.5,2019,3,11,11,37,2019,3,11,17,31,0 days 05:54:00
343,8.94,2019,3,11,15,30,2019,3,11,17,57,0 days 02:27:00
344,2.94,2019,3,11,15,55,2019,3,11,16,45,0 days 00:50:00
345,17.61,2019,3,11,19,59,2019,3,12,8,52,0 days 12:53:00
346,14.54,2019,3,11,20,28,2019,3,12,6,32,0 days 10:04:00
347,6.46,2019,3,11,20,34,2019,3,12,11,0,0 days 14:26:00
348,9.73,2019,3,11,20,34,2019,3,12,13,16,0 days 16:42:00
349,26.25,2019,3,11,21,1,2019,3,12,7,39,0 days 10:38:00
350,21.95,2019,3,11,22,5,2019,3,12,10,20,0 days 12:15:00
351,12.92,2019,3,11,22,11,2019,3,12,7,5,0 days 08:54:00
352,16.01,2019,3,11,23,34,2019,3,12,15,1,0 days 15:27:00
353,22.91,2019,3,12,13,58,2019,3,12,18,43,0 days 04:45:00
354,13.46,2019,3,12,14,49,2019,3,12,19,38,0 days 04:49:00
355,12.23,2019,3,12,16,9,2019,3,13,7,19,0 days 15:10:00
356,6.28,2019,3,12,17,9,2019,3,12,18,55,0 days 01:46:00
357,6.91,2019,3,12,18,48,2019,3,13,10,15,0 days 15:27:00
358,1.38,2019,3,12,18,49,2019,3,12,19,13,0 days 00:24:00
359,13.18,2019,3,12,21,18,2019,3,13,7,4,0 days 09:46:00
360,15.31,2019,3,12,21,36,2019,3,13,6,39,0 days 09:03:00
361,5.84,2019,3,13,12,50,2019,3,13,14,32,0 days 01:42:00
362,2.54,2019,3,13,13,33,2019,3,13,14,15,0 days 00:42:00
363,5.28,2019,3,13,13,41,2019,3,13,18,31,0 days 04:50:00
364,8.42,2019,3,13,13,54,2019,3,14,7,13,0 days 17:19:00
365,5.1,2019,3,13,14,44,2019,3,13,16,10,0 days 01:26:00
366,1.91,2019,3,13,16,15,2019,3,13,16,48,0 days 00:33:00
